address,type,zip_code,city,price,living_area,plot_size,rooms,href
Willemstraat 95,woonhuis,2514 HL,Den Haag,1795000,325 ,186 ,9,/en/koop/den-haag/huis-42009784-willemstraat-95/
Smidsweg 14,woonhuis,3273 LK,Westmaas,1050000,211 ,1924 ,6,/en/koop/westmaas/huis-88463337-smidsweg-14/
van Driestenstraat 9,woonhuis,2231 EV,Rijnsburg,1049000,194 ,636 ,5,/en/koop/rijnsburg/huis-42008825-van-driestenstraat-9/
Wupperstraat 11,woonhuis,1966 XK,Heemskerk,375000,109 ,138 ,5,/en/koop/heemskerk/huis-42917810-wupperstraat-11/
St.Paulusstraat 10,woonhuis,6463 ET,Kerkrade,249500,178 ,293 ,6,/en/koop/kerkrade/huis-88453992-stpaulusstraat-10/
Heidepad 69,woonhuis,8091 GR,Wezep,599000,117 ,1014 ,8,/en/koop/wezep/huis-42009707-heidepad-69/
Gondel 18 13,woonhuis,8243 BX,Lelystad,349555,90 ,197 ,4,/en/koop/lelystad/huis-42009621-gondel-18-13/
Jan Berendstraat 18,woonhuis,7884 PS,Barger-Compascuum,350000,121 ,662 ,5,/en/koop/barger-compascuum/huis-42009601-jan-berendstraat-18/
Witte Hoeflaan 34,woonhuis,5343 EH,Oss,725000,150 ,705 ,6,/en/koop/oss/huis-42009692-witte-hoeflaan-34/
De Dobbe 5,woonhuis,8561 EJ,Balk,269000,113 ,142 ,5,/en/koop/balk/huis-42009699-de-dobbe-5/
Nieuwe Vaartkade 9,woonhuis,1544 PV,Zaandijk,425000,86 ,195 ,5,/en/koop/zaandijk/huis-42009661-nieuwe-vaartkade-9/
Cesar Franckstraat 8,woonhuis,1901 VJ,Castricum,439000,114 ,234 ,6,/en/koop/castricum/huis-42009595-cesar-franckstraat-8/
Akkerwindepad 2,woonhuis,1706 AV,Heerhugowaard,440000,126 ,129 ,4,/en/koop/heerhugowaard/huis-42009405-akkerwindepad-2/
Vossenkamp 104,woonhuis,9675 KL,Winschoten,550000,239 ,1473 ,6,/en/koop/winschoten/huis-42008355-vossenkamp-104/
Heemcamp 19,woonhuis,3992 SH,Houten,539000,118 ,224 ,4,/en/koop/houten/huis-42008399-heemcamp-19/
Sportlaan 73,woonhuis,2566 GM,Den Haag,750000,163 ,152 ,6,/en/koop/den-haag/huis-42008383-sportlaan-73/
Molenstraat 18,woonhuis,5437 AB,Beers,729000,318 ,1360 ,11,/en/koop/beers/huis-42008286-molenstraat-18/
Schalk Burgerstraat 32,woonhuis,8917 BR,Leeuwarden,189500,115 ,116 ,5,/en/koop/leeuwarden/huis-42008116-schalk-burgerstraat-32/
Keukenhof 5,woonhuis,6715 LB,Ede,350000,131 ,149 ,6,/en/koop/ede/huis-42008174-keukenhof-5/
Laan van het Kinholt 595,woonhuis,7823 GP,Emmen,225000,117 ,180 ,4,/en/koop/emmen/huis-42008044-laan-van-het-kinholt-595/
Saenredamstraat 105,woonhuis,2021 ZP,Haarlem,750000,137 ,135 ,6,/en/koop/haarlem/huis-42008027-saenredamstraat-105/
De Fuik 1,woonhuis,3995 BH,Houten,475000,118 ,190 ,6,/en/koop/houten/huis-42008961-de-fuik-1/
Meierijlaan 39,woonhuis,5628 BC,Eindhoven,429000,93 ,293 ,4,/en/koop/eindhoven/huis-42008858-meierijlaan-39/
Gouden Regen 13,woonhuis,4841 LS,Prinsenbeek,595000,149 ,229 ,6,/en/koop/prinsenbeek/huis-42008842-gouden-regen-13/
Muyskenweg 43,woonhuis,3553 GL,Utrecht,469000,84 ,108 ,4,/en/koop/utrecht/huis-42008837-muyskenweg-43/
Hyacintenlaan 6,woonhuis,6866 DV,Heelsum,675000,135 ,820 ,4,/en/koop/heelsum/huis-42008894-hyacintenlaan-6/
Rembrandtstraat 77,woonhuis,6521 MD,Nijmegen,795000,189 ,284 ,8,/en/koop/nijmegen/huis-42008795-rembrandtstraat-77/
Schouthof 33,woonhuis,2221 GX,Katwijk (ZH),565000,163 ,156 ,6,/en/koop/katwijk-zh/huis-42008770-schouthof-33/
Mossenmeent 18,woonhuis,1218 AT,Hilversum,629000,129 ,298 ,5,/en/koop/hilversum/huis-42008666-mossenmeent-18/
Castellum 2,woonhuis,2652 HZ,Berkel en Rodenrijs,600000,139 ,149 ,5,/en/koop/berkel-en-rodenrijs/huis-88462198-castellum-2/
Sint Hubertuslaan 24,woonhuis,3972 WL,Driebergen-Rijsenburg,425000,114 ,120 ,5,/en/koop/driebergen-rijsenburg/huis-42008547-sint-hubertuslaan-24/
J.H.B. Koekkoekstraat 57,woonhuis,1214 AC,Hilversum,665000,168 ,162 ,8,/en/koop/hilversum/huis-42008525-jhb-koekkoekstraat-57/
Lidwinastraat 44,woonhuis,5262 EP,Vught,475000,105 ,254 ,5,/en/koop/vught/huis-42008514-lidwinastraat-44/
Anne Franklaan 48,woonhuis,7741 RV,Coevorden,315000,123 ,439 ,5,/en/koop/coevorden/huis-42007058-anne-franklaan-48/
Bergerweg 1,woonhuis,1862 JS,Bergen (NH),1090000,215 ,354 ,5,/en/koop/bergen-nh/huis-42007971-bergerweg-1/
Grotestraat 76,woonhuis,7622 GN,Borne,249000,114 ,387 ,5,/en/koop/borne/huis-42007613-grotestraat-76/
Henry Dunantlaan 35,woonhuis,7548 AB,Enschede,464000,141 ,258 ,5,/en/koop/enschede/huis-42006471-henry-dunantlaan-35/
Leenderweg 22,woonhuis,5591 JE,Heeze,569000,171 ,605 ,8,/en/koop/heeze/huis-42009697-leenderweg-22/
Slingerduin 4,woonhuis,1187 JM,Amstelveen,1070000,235 ,301 ,8,/en/koop/amstelveen/huis-42009534-slingerduin-4/
H.A. Maaskantstraat 47,woonhuis,3071 MJ,Rotterdam,575000,129 ,139 ,5,/en/koop/rotterdam/huis-42008377-ha-maaskantstraat-47/
Van der Hoekleede 9,woonhuis,2991 WZ,Barendrecht,785000,172 ,238 ,5,/en/koop/barendrecht/huis-42008665-van-der-hoekleede-9/
Koninginneweg 55,woonhuis,1241 CV,Kortenhoef,795000,244 ,520 ,8,/en/koop/kortenhoef/huis-42008495-koninginneweg-55/
Stephensonstraat 28,woonhuis,3553 GS,Utrecht,489000,93 ,93 ,5,/en/koop/utrecht/huis-42007987-stephensonstraat-28/
Regenwulpstraat 16,woonhuis,4302 WM,Zierikzee,995000,300 ,514 ,7,/en/koop/zierikzee/huis-42007685-regenwulpstraat-16/
Willem Barentszstraat 19,woonhuis,1403 VH,Bussum,475000,121 ,217 ,5,/en/koop/bussum/huis-42008083-willem-barentszstraat-19/
Nootdorpse Landingslaan 200,woonhuis,2496 LZ,Den Haag,635000,190 ,211 ,4,/en/koop/den-haag/huis-42009437-nootdorpse-landingslaan-200/
Wilhelminastraat 54,woonhuis,6942 BN,Didam,675000,178 ,548 ,5,/en/koop/didam/huis-42009479-wilhelminastraat-54/
Valkenkamp 774,woonhuis,3607 MX,Maarssen,598000,154 ,186 ,7,/en/koop/maarssen/huis-42008765-valkenkamp-774/
Toekomststraat 142,woonhuis,7521 CV,Enschede,225000,98 ,184 ,4,/en/koop/enschede/huis-88463055-toekomststraat-142/
Almelosestraat 59,woonhuis,8102 HB,Raalte,525000,132 ,1525 ,4,/en/koop/raalte/huis-42009474-almelosestraat-59/
Albert Schweitzerlaan 48,woonhuis,2871 LD,Schoonhoven,325000,113 ,131 ,6,/en/koop/schoonhoven/huis-42009684-albert-schweitzerlaan-48/
Groenlandse kade 89 A,woonhuis,3645 BC,Vinkeveen,1895000,128 ,6457 ,4,/en/koop/vinkeveen/huis-42008315-groenlandse-kade-89-a/
Brasemstraat 108,woonhuis,3525 TB,Utrecht,475000,111 ,110 ,4,/en/koop/utrecht/huis-42008511-brasemstraat-108/
Raaphorstlaan 23 A,woonhuis,2245 BH,Wassenaar,3495000,749 ,7560 ,11,/en/koop/wassenaar/huis-42008056-raaphorstlaan-23-a/
Zaagbok 41,woonhuis,5684 KZ,Best,399500,106 ,102 ,5,/en/koop/best/huis-42009685-zaagbok-41/
Jagerspad 19,woonhuis,1251 ZV,Laren (NH),1075000,142 ,310 ,5,/en/koop/laren-nh/huis-42009566-jagerspad-19/
Warfriet 18,woonhuis,7482 HS,Haaksbergen,400000,116 ,373 ,6,/en/koop/haaksbergen/huis-88463096-warfriet-18/
Marnestraat 8,woonhuis,9974 RB,Zoutkamp,495000,198 ,648 ,6,/en/koop/zoutkamp/huis-88462704-marnestraat-8/
Koersweg 9 a,woonhuis,7448 RS,Haarle (Gem. Hellendoorn),525000,164 ,1960 ,7,/en/koop/haarle-gem-hellendoorn/huis-42008768-koersweg-9-a/
Nieuwstraat 36,woonhuis,3762 TR,Soest,589000,150 ,273 ,5,/en/koop/soest/huis-42008558-nieuwstraat-36/
Hofkersstraat 70,woonhuis,6515 CK,Nijmegen,375000,87 ,199 ,3,/en/koop/nijmegen/huis-42008554-hofkersstraat-70/
Huizerweg 12 a,woonhuis,1261 AW,Blaricum,2495000,249 ,1410 ,13,/en/koop/blaricum/huis-42007659-huizerweg-12-a/
Abraham Strickstraat 27,woonhuis,7521 ES,Enschede,207000,98 ,140 ,4,/en/koop/enschede/huis-42006739-abraham-strickstraat-27/
Hoogstraat 36 38,woonhuis,3841 BS,Harderwijk,1650000,475 ,350 ,8,/en/koop/harderwijk/huis-42008291-hoogstraat-36-38/
Paulus Potterstraat 22,woonhuis,3061 ZV,Rotterdam,548000,110 ,71 ,5,/en/koop/rotterdam/huis-42008535-paulus-potterstraat-22/
Schoolstraat 19,woonhuis,7751 GJ,Dalen,350000,109 ,643 ,5,/en/koop/dalen/huis-42008247-schoolstraat-19/
Oostdorperweg 126,woonhuis,2242 NN,Wassenaar,825000,161 ,220 ,5,/en/koop/wassenaar/huis-42008135-oostdorperweg-126/
Hoenderhof 54,woonhuis,9932 KM,Delfzijl,205000,120 ,144 ,5,/en/koop/delfzijl/huis-42008839-hoenderhof-54/
ter Borchlaan 82,woonhuis,9766 TX,Eelderwolde,945000,228 ,784 ,4,/en/koop/eelderwolde/huis-42008761-ter-borchlaan-82/
Huizerweg 12 a,woonhuis,1261 AW,Blaricum,2495000,249 ,1410 ,13,/en/koop/blaricum/huis-42007013-huizerweg-12-a/
Lijnbaansgracht 335 K,woonhuis,1017 XA,Amsterdam,595000,85 ,101 ,3,/en/koop/amsterdam/huis-88462458-lijnbaansgracht-335-k/
Bijloort 18,woonhuis,1721 JA,Broek op Langedijk,1125000,203 ,630 ,6,/en/koop/broek-op-langedijk/huis-88462642-bijloort-18/
Raadhuislaan 9,woonhuis,7948 BV,Nijeveen,339000,100 ,369 ,4,/en/koop/nijeveen/huis-42009719-raadhuislaan-9/
Leeuwerikstraat 7,woonhuis,9422 KD,Smilde,285000,91 ,271 ,5,/en/koop/smilde/huis-42009725-leeuwerikstraat-7/
Graauwsedijk 23,woonhuis,4569 PH,Graauw,284500,131 ,245 ,4,/en/koop/graauw/huis-88463365-graauwsedijk-23/
7 Stadswoningen (Bouwnr. 6),woonhuis,7731 CT,Ommen,495000,151 ,,5,/en/koop/ommen/huis-42009757-7-stadswoningen-bouwnr-6/
Schansweg 15,woonhuis,3042 HS,Rotterdam,485000,182 ,209 ,7,/en/koop/rotterdam/huis-88463419-schansweg-15/
Anemoonstraat 24,woonhuis,6641 CB,Beuningen (GE),265000,87 ,125 ,4,/en/koop/beuningen-ge/huis-42008800-anemoonstraat-24/
Timjanveld 23,woonhuis,3124 CL,Schiedam,790000,206 ,266 ,6,/en/koop/schiedam/huis-88462679-timjanveld-23/
Rembrandtlaan 106,woonhuis,2661 SK,Bergschenhoek,475000,125 ,160 ,6,/en/koop/bergschenhoek/huis-88463464-rembrandtlaan-106/
Kuyperhoeve 43,woonhuis,2743 JN,Waddinxveen,442500,130 ,155 ,5,/en/koop/waddinxveen/huis-88463481-kuyperhoeve-43/
Columbusstraat 268,woonhuis,2561 AX,Den Haag,595000,233 ,137 ,8,/en/koop/den-haag/huis-88461147-columbusstraat-268/
Bertelindislaan 15,woonhuis,5581 CS,Waalre,525000,138 ,387 ,6,/en/koop/waalre/huis-42009964-bertelindislaan-15/
Fresiastraat 44,woonhuis,9611 HX,Sappemeer,215000,93 ,307 ,5,/en/koop/sappemeer/huis-88463542-fresiastraat-44/
Hamaald-3,woonhuis,4011 EG,Zoelen,895000,226 ,503 ,6,/en/koop/zoelen/huis-88463402-hamaald-3/
Hanssum 31,woonhuis,6086 BT,Neer,395000,150 ,550 ,6,/en/koop/neer/huis-42009949-hanssum-31/
Op de Set,woonhuis,6515 LL,Nijmegen,599000,152 ,232 ,5,/en/koop/nijmegen/huis-42008680-op-de-set/
Herenhuis (Bouwnr. 37),woonhuis,4125 Hoef,en Haag,629500,161 ,,7,/en/koop/hoef-en-haag/huis-42008700-herenhuis-bouwnr-37/
Levensloopwoning (Bouwnr. 29),woonhuis,4125 Hoef,en Haag,510900,131 ,,4,/en/koop/hoef-en-haag/huis-42008714-levensloopwoning-bouwnr-29/
Rijwoning (Bouwnr. 19),woonhuis,4125 Hoef,en Haag,510900,139 ,,5,/en/koop/hoef-en-haag/huis-42008723-rijwoning-bouwnr-19/
Jan Ligthartstraat 18,woonhuis,4812 TJ,Breda,525000,115 ,114 ,5,/en/koop/breda/huis-42097911-jan-ligthartstraat-18/
Zwarteweg 19 a,woonhuis,8112 AC,Nieuw Heeten,435000,170 ,396 ,5,/en/koop/nieuw-heeten/huis-42009096-zwarteweg-19-a/
Bernhardstraat 21,woonhuis,6191 XJ,Beek (LI),289000,107 ,316 ,5,/en/koop/beek-li/huis-88463711-bernhardstraat-21/
Berndijksestraat 19,woonhuis,5171 BA,Kaatsheuvel,615000,189 ,546 ,5,/en/koop/kaatsheuvel/huis-42009958-berndijksestraat-19/
Prins Bernhardstraat 5,woonhuis,7731 BJ,Ommen,495000,143 ,520 ,6,/en/koop/ommen/huis-88463472-prins-bernhardstraat-5/
C. Sluijterstraat 19,woonhuis,2471 PM,Zwammerdam,450000,102 ,221 ,4,/en/koop/zwammerdam/huis-42008690-c-sluijterstraat-19/
Vijfde Rompert 6,woonhuis,5233 EE,Den Bosch,379000,106 ,185 ,4,/en/koop/den-bosch/huis-88463741-vijfde-rompert-6/
Burg. Schalijstraat 31 -,woonhuis,3442 BS,Woerden,650000,114 ,170 ,5,/en/koop/woerden/huis-42009137-burg-schalijstraat-31/
St Bonifaciuslaan 77,woonhuis,5643 NB,Eindhoven,445000,113 ,166 ,5,/en/koop/eindhoven/huis-42009287-st-bonifaciuslaan-77/
Noordsingel 140,woonhuis,3032 BK,Rotterdam,915000,240 ,242 ,10,/en/koop/rotterdam/huis-42009079-noordsingel-140/
Zwichtstraat 5,woonhuis,8471 HM,Wolvega,435000,121 ,603 ,3,/en/koop/wolvega/huis-88463624-zwichtstraat-5/
De Woerd 5,woonhuis,7824 RA,Emmen,219000,113 ,217 ,5,/en/koop/emmen/huis-42009844-de-woerd-5/
Valeriuslaan 10,woonhuis,6865 JA,Doorwerth,450000,172 ,182 ,6,/en/koop/doorwerth/huis-42009900-valeriuslaan-10/
Brunel 19,woonhuis,7944 NN,Meppel,469000,140 ,234 ,6,/en/koop/meppel/huis-42009202-brunel-19/
J A Alberdingk Thijmstraat 30,woonhuis,3117 RJ,Schiedam,353500,151 ,89 ,5,/en/koop/schiedam/huis-88463821-j-a-alberdingk-thijmstraat-30/
Koperslagersveste 19,woonhuis,6846 BE,Arnhem,649000,172 ,205 ,7,/en/koop/arnhem/huis-88463869-koperslagersveste-19/
Looweg 42,woonhuis,8095 PT,'t Loo Oldebroek,489000,105 ,567 ,4,/en/koop/t-loo-oldebroek/huis-88463855-looweg-42/
Sportlaan 14 A,woonhuis,1749 VB,Warmenhuizen,495000,146 ,441 ,5,/en/koop/warmenhuizen/huis-88463887-sportlaan-14-a/
Sanderswatering 2,woonhuis,3214 BA,Zuidland,895000,240 ,640 ,6,/en/koop/zuidland/huis-88463938-sanderswatering-2/
Well 24,woonhuis,7608 NJ,Almelo,399000,153 ,247 ,5,/en/koop/almelo/huis-42009859-well-24/
De Swarrelsstraat 16,woonhuis,2034 KD,Haarlem,1000000,238 ,,6,/en/koop/haarlem/huis-42009233-de-swarrelsstraat-16/
Nijverstraat 42 02,woonhuis,5041 AH,Tilburg,371000,102 ,98 ,4,/en/koop/tilburg/huis-42009382-nijverstraat-42-02/
Dordognelaan 56,woonhuis,5627 HG,Eindhoven,649500,196 ,551 ,5,/en/koop/eindhoven/huis-42009975-dordognelaan-56/
Naaldaar 23,woonhuis,3892 BM,Zeewolde,495000,139 ,307 ,5,/en/koop/zeewolde/huis-88463607-naaldaar-23/
Natalie Barneykade 26,woonhuis,9746 AV,Groningen,375000,137 ,149 ,5,/en/koop/groningen/huis-88463639-natalie-barneykade-26/
Rozenkransstraat 94,woonhuis,4711 GC,St. Willebrord,479000,181 ,635 ,6,/en/koop/st-willebrord/huis-42009993-rozenkransstraat-94/
Baljuwstraat 122,woonhuis,5345 ME,Oss,300000,98 ,142 ,5,/en/koop/oss/huis-88463940-baljuwstraat-122/
Irenestraat 58,woonhuis,6707 CW,Wageningen,435000,114 ,150 ,6,/en/koop/wageningen/huis-88463807-irenestraat-58/
Van Gochstraat 27,woonhuis,2291 RJ,Wateringen,495000,114 ,184 ,5,/en/koop/wateringen/huis-42000408-van-gochstraat-27/
Lieven de Keijstraat 52,woonhuis,5041 GV,Tilburg,300000,119 ,181 ,5,/en/koop/tilburg/huis-42009931-lieven-de-keijstraat-52/
Diamant 20,woonhuis,4337 MD,Middelburg,359000,112 ,158 ,5,/en/koop/middelburg/huis-42989931-diamant-20/
Dr. Koppiusstraat 20,woonhuis,9641 CH,Veendam,167500,98 ,151 ,5,/en/koop/veendam/huis-88463595-dr-koppiusstraat-20/
Watercirkel 336,woonhuis,1186 NE,Amstelveen,1375000,236 ,489 ,6,/en/koop/amstelveen/huis-42008012-watercirkel-336/
Schotelmansstraat 24,woonhuis,5553 CN,Valkenswaard,450000,149 ,224 ,6,/en/koop/valkenswaard/huis-42000560-schotelmansstraat-24/
Heertveldseweg 2,woonhuis,5482 NJ,Schijndel,395000,70 ,716 ,5,/en/koop/schijndel/huis-42009364-heertveldseweg-2/
Stoukamp 3,woonhuis,9243 JN,Bakkeveen,332500,124 ,387 ,4,/en/koop/bakkeveen/huis-42000475-stoukamp-3/
Westerweg 57,woonhuis,1815 DC,Alkmaar,650000,147 ,133 ,5,/en/koop/alkmaar/huis-42009082-westerweg-57/
Lidwinahof 13,woonhuis,5801 JW,Venray,439500,163 ,345 ,6,/en/koop/venray/huis-88463617-lidwinahof-13/
Oosterdwarsstraat 29,woonhuis,2315 LN,Leiden,317000,70 ,43 ,3,/en/koop/leiden/huis-42009077-oosterdwarsstraat-29/
d' Onvermoeidelaan 15,woonhuis,4942 BR,Raamsdonksveer,650000,148 ,462 ,5,/en/koop/raamsdonksveer/huis-88464116-d-onvermoeidelaan-15/
Vendelierstraat 2,woonhuis,5175 TX,Loon op Zand,895000,272 ,598 ,7,/en/koop/loon-op-zand/huis-42000411-vendelierstraat-2/
van Petersheimstraat 57,woonhuis,5126 HJ,Gilze,380000,124 ,200 ,5,/en/koop/gilze/huis-42009237-van-petersheimstraat-57/
Lijnbaan 12,woonhuis,8401 VL,Gorredijk,350000,162 ,96 ,5,/en/koop/gorredijk/huis-88463671-lijnbaan-12/
Catharina van Clevepark 83,woonhuis,1181 AS,Amstelveen,1175000,153 ,225 ,6,/en/koop/amstelveen/huis-42009033-catharina-van-clevepark-83/
Katwijkselaan 2,woonhuis,2554 ER,Den Haag,1445000,191 ,543 ,5,/en/koop/den-haag/huis-42000520-katwijkselaan-2/
Keizersgracht 460,woonhuis,1016 GE,Amsterdam,4750000,346 ,,9,/en/koop/amsterdam/huis-42000557-keizersgracht-460/
Kievit 22,woonhuis,5575 AR,Luyksgestel,439000,145 ,392 ,7,/en/koop/luyksgestel/huis-42000665-kievit-22/
Nassaustraat 24,woonhuis,2991 BL,Barendrecht,549000,138 ,357 ,5,/en/koop/barendrecht/huis-88463915-nassaustraat-24/
Dorpsstraat 107,woonhuis,6732 AC,Harskamp,550000,152 ,576 ,4,/en/koop/harskamp/huis-42009180-dorpsstraat-107/
De Redoute 13,woonhuis,3243 BE,Stad aan 't Haringvliet,370000,120 ,152 ,7,/en/koop/stad-aan-t-haringvliet/huis-88463740-de-redoute-13/
Drumptselaan 97,woonhuis,4003 HC,Tiel,469000,147 ,359 ,6,/en/koop/tiel/huis-42009183-drumptselaan-97/
de Hegmulder 10,woonhuis,5554 KN,Valkenswaard,995000,217 ,738 ,6,/en/koop/valkenswaard/huis-88464214-de-hegmulder-10/
Jagersdreef 102,woonhuis,3972 XH,Driebergen-Rijsenburg,425000,131 ,170 ,6,/en/koop/driebergen-rijsenburg/huis-42009865-jagersdreef-102/
Leeuweriklaan 17,woonhuis,5527 HB,Hapert,389000,98 ,258 ,5,/en/koop/hapert/huis-88463956-leeuweriklaan-17/
Cornelis Martelinglaan 6,woonhuis,3871 WD,Hoevelaken,685000,144 ,310 ,4,/en/koop/hoevelaken/huis-42009147-cornelis-martelinglaan-6/
Loevestein 44,woonhuis,2352 KP,Leiderdorp,850000,234 ,420 ,8,/en/koop/leiderdorp/huis-88463777-loevestein-44/
Hoge Enk 39,woonhuis,3851 LX,Ermelo,395000,87 ,190 ,5,/en/koop/ermelo/huis-42009115-hoge-enk-39/
Barnsteen 6,woonhuis,3643 AT,Mijdrecht,379000,115 ,132 ,4,/en/koop/mijdrecht/huis-88463757-barnsteen-6/
Beemdgras 4,woonhuis,5384 PB,Heesch,349000,93 ,170 ,4,/en/koop/heesch/huis-88463994-beemdgras-4/
Bremstraat 16,woonhuis,7621 VK,Borne,350000,135 ,218 ,6,/en/koop/borne/huis-88464170-bremstraat-16/
Omloop 3,woonhuis,7391 PK,Twello,469000,123 ,261 ,5,/en/koop/twello/huis-42009272-omloop-3/
Zandschelstraat 4,woonhuis,5051 HL,Goirle,275000,91 ,213 ,4,/en/koop/goirle/huis-42009273-zandschelstraat-4/
Delstraat 6,woonhuis,7131 GJ,Lichtenvoorde,525000,153 ,988 ,6,/en/koop/lichtenvoorde/huis-88463829-delstraat-6/
Oostmeerlaan 322,woonhuis,2652 EX,Berkel en Rodenrijs,900000,168 ,337 ,5,/en/koop/berkel-en-rodenrijs/huis-42000643-oostmeerlaan-322/
Sophiastraat 27,woonhuis,6882 NH,Velp (GE),535000,139 ,678 ,6,/en/koop/velp-ge/huis-42000403-sophiastraat-27/
Hendrik Droststraat 33,woonhuis,8121 BE,Olst,299000,100 ,171 ,5,/en/koop/olst/huis-42009231-hendrik-droststraat-33/
Hoogstedelaan 10,woonhuis,6812 DN,Arnhem,625000,130 ,185 ,6,/en/koop/arnhem/huis-42092846-hoogstedelaan-10/
Kruisspoel 8,woonhuis,7881 AM,Emmer-Compascuum,259500,123 ,272 ,5,/en/koop/emmer-compascuum/huis-88464094-kruisspoel-8/
Grauwe Gans 16,woonhuis,4617 KE,Bergen op Zoom,299000,99 ,139 ,5,/en/koop/bergen-op-zoom/huis-88464375-grauwe-gans-16/
Moerstraatseweg 95,woonhuis,4727 SL,Moerstraten,609000,217 ,980 ,4,/en/koop/moerstraten/huis-88464202-moerstraatseweg-95/
Wolterinksweg 7,woonhuis,7448 AE,Haarle (Gem. Hellendoorn),289000,110 ,330 ,4,/en/koop/haarle-gem-hellendoorn/huis-42000646-wolterinksweg-7/
Pauluslaan 32,woonhuis,2204 CA,Noordwijk (ZH),1395000,302 ,427 ,8,/en/koop/noordwijk-zh/huis-88463911-pauluslaan-32/
H?ndellaan 4,woonhuis,4102 AE,Culemborg,365000,111 ,274 ,5,/en/koop/culemborg/huis-42009373-handellaan-4/
Van Vlattenstraat 131,woonhuis,5975 SE,Sevenum,550000,180 ,1348 ,8,/en/koop/sevenum/huis-42009362-van-vlattenstraat-131/
Wilhelmina Druckerstraat 35,woonhuis,1991 TK,Velserbroek,479000,136 ,84 ,5,/en/koop/velserbroek/huis-42009374-wilhelmina-druckerstraat-35/
Kennedystraat 27,woonhuis,6235 CG,Ulestraten,249000,86 ,272 ,4,/en/koop/ulestraten/huis-42000765-kennedystraat-27/
Eksterstraat 14,woonhuis,8916 BV,Leeuwarden,250000,98 ,98 ,4,/en/koop/leeuwarden/huis-88464311-eksterstraat-14/
Sophiastraat 64,woonhuis,2805 HE,Gouda,379000,97 ,109 ,5,/en/koop/gouda/huis-42000735-sophiastraat-64/
Rijksstraatweg 114,woonhuis,9752 BK,Haren (GR),499000,162 ,302 ,5,/en/koop/haren-gr/huis-42009312-rijksstraatweg-114/
Rogge 17,woonhuis,7623 HP,Borne,445000,139 ,390 ,5,/en/koop/borne/huis-42009302-rogge-17/
Professor Asserlaan 23,woonhuis,2251 CL,Voorschoten,450000,113 ,133 ,5,/en/koop/voorschoten/huis-42009380-professor-asserlaan-23/
Druivenserre 5,woonhuis,2678 GM,De Lier,500000,146 ,116 ,5,/en/koop/de-lier/huis-42009333-druivenserre-5/
Sloelaan 33,woonhuis,4535 ED,Terneuzen,232500,115 ,174 ,5,/en/koop/terneuzen/huis-88463944-sloelaan-33/
Rembrandtstraat 19,woonhuis,3817 RT,Amersfoort,415000,81 ,135 ,4,/en/koop/amersfoort/huis-42009397-rembrandtstraat-19/
Marconistraat 17,woonhuis,3817 TD,Amersfoort,475000,91 ,154 ,5,/en/koop/amersfoort/huis-42009394-marconistraat-17/
Marktplein 11,woonhuis,9545 PH,Bourtange,479000,250 ,347 ,7,/en/koop/bourtange/huis-42994844-marktplein-11/
Koweblomke 21,woonhuis,9104 BR,Damwald,475000,139 ,799 ,4,/en/koop/damwald/huis-88464316-koweblomke-21/
Nieuwenhagerweg 61,woonhuis,6471 VK,Eygelshoven,419000,168 ,813 ,4,/en/koop/eygelshoven/huis-42000446-nieuwenhagerweg-61/
De Pijl 5,woonhuis,1251 JN,Laren (NH),895000,120 ,269 ,5,/en/koop/laren-nh/huis-42000750-de-pijl-5/
Dorpsstraat-Oost 52,woonhuis,4003 EZ,Tiel,315000,94 ,262 ,5,/en/koop/tiel/huis-42000882-dorpsstraat-oost-52/
Trompstraat 192,woonhuis,1972 AL,IJmuiden,329000,79 ,114 ,4,/en/koop/ijmuiden/huis-42000811-trompstraat-192/
Rietschoot 46,woonhuis,1511 WK,Oostzaan,450000,106 ,183 ,4,/en/koop/oostzaan/huis-42009339-rietschoot-46/
Lau Mazirellaan 309,woonhuis,2525 ZN,Den Haag,475000,115 ,102 ,5,/en/koop/den-haag/huis-88463995-lau-mazirellaan-309/
Gedempte Raamgracht 60,woonhuis,2011 WK,Haarlem,700000,91 ,58 ,5,/en/koop/haarlem/huis-42000821-gedempte-raamgracht-60/
de Fluit 28,woonhuis,1398 CA,Muiden,439500,112 ,141 ,4,/en/koop/muiden/huis-42000582-de-fluit-28/
Goudenregenstraat 66,woonhuis,6663 EB,Lent,442500,109 ,247 ,5,/en/koop/lent/huis-42000635-goudenregenstraat-66/
Prins Bernhardlaan 50,woonhuis,9641 LW,Veendam,245000,103 ,233 ,3,/en/koop/veendam/huis-88464447-prins-bernhardlaan-50/
Zoutestraat 59,woonhuis,4561 XA,Hulst,330000,112 ,424 ,4,/en/koop/hulst/huis-88464021-zoutestraat-59/
Madelief 84,woonhuis,3191 RN,Hoogvliet Rotterdam,309000,103 ,122 ,5,/en/koop/hoogvliet-rotterdam/huis-88464449-madelief-84/
Sportlaan 15,woonhuis,9521 EB,Nieuw-Buinen,199500,91 ,339 ,5,/en/koop/nieuw-buinen/huis-42000820-sportlaan-15/
Windhoek 2,woonhuis,2804 NX,Gouda,550000,147 ,259 ,6,/en/koop/gouda/huis-42000886-windhoek-2/
Van Gilsstraat 8,woonhuis,5212 CA,Den Bosch,559000,113 ,116 ,5,/en/koop/den-bosch/huis-88464410-van-gilsstraat-8/
